,full_link
12019,http://phonedb.net/index.php?m=device&id=1400&c=philips_velo_1
12020,http://phonedb.net/index.php?m=device&id=1399&c=apple_newton_emate_300
12021,http://phonedb.net/index.php?m=device&id=1398&c=apple_newton_messagepad_2100
12022,http://phonedb.net/index.php?m=device&id=1397&c=apple_newton_messagepad_2000
12023,http://phonedb.net/index.php?m=device&id=1396&c=apple_newton_messagepad_130
12024,http://phonedb.net/index.php?m=device&id=1395&c=apple_newton_messagepad_120_8mb
12025,http://phonedb.net/index.php?m=device&id=1394&c=apple_newton_messagepad_120
12026,http://phonedb.net/index.php?m=device&id=1393&c=apple_newton_messagepad_110__apple_lindy
12027,http://phonedb.net/index.php?m=device&id=1392&c=apple_newton_messagepad_100
12028,http://phonedb.net/index.php?m=device&id=1391&c=apple_newton_h1000__apple_omp
12029,http://phonedb.net/index.php?m=device&id=1390&c=samsung_gt-i7110
12030,http://phonedb.net/index.php?m=device&id=1389&c=htc_touch_diamond_cdma_p3051__htc_diamond
12031,http://phonedb.net/index.php?m=device&id=1388&c=t-mobile_shadow_2009__htc_converse_100
12032,http://phonedb.net/index.php?m=device&id=1387&c=htc_kaiser_140
12033,http://phonedb.net/index.php?m=device&id=1386&c=htc_touch_diamond_us__htc_diamond_110
12034,http://phonedb.net/index.php?m=device&id=1385&c=o2_xda_mantle__htc_sedna_100
12035,http://phonedb.net/index.php?m=device&id=1384&c=sony_ericsson_w1
12036,http://phonedb.net/index.php?m=device&id=1383&c=cowon_p5_80gb
12037,http://phonedb.net/index.php?m=device&id=1382&c=zyxel_v660
12038,http://phonedb.net/index.php?m=device&id=1381&c=nokia_9210c_communicator
12039,http://phonedb.net/index.php?m=device&id=1380&c=nokia_6120c-5_classic
12040,http://phonedb.net/index.php?m=device&id=1379&c=htc_touch_diamond_p3702_victor__htc_diamond_200
12041,http://phonedb.net/index.php?m=device&id=1378&c=samsung_sch-m480
12042,http://phonedb.net/index.php?m=device&id=1377&c=mio_c725_digi-walker
12043,http://phonedb.net/index.php?m=device&id=1376&c=samsung_gt-i8510_innov8_16gb
12044,http://phonedb.net/index.php?m=device&id=1375&c=samsung_gt-i8510_innov8_8gb
12045,http://phonedb.net/index.php?m=device&id=1373&c=sharp_03_ws020sh
12046,http://phonedb.net/index.php?m=device&id=1370&c=mio_moov_360u__moov_370
12047,http://phonedb.net/index.php?m=device&id=1371&c=mio_moov_300__moov_310
12048,http://phonedb.net/index.php?m=device&id=1372&c=mio_moov_301__moov_350
12049,http://phonedb.net/index.php?m=device&id=1369&c=mio_moov_330u
12050,http://phonedb.net/index.php?m=device&id=1368&c=mio_moov_330__330e
12051,http://phonedb.net/index.php?m=device&id=1367&c=mio_moov_200u__moov_210
12052,http://phonedb.net/index.php?m=device&id=1366&c=mio_moov_200__200e
12053,http://phonedb.net/index.php?m=device&id=1365&c=verizon_touch_diamond_xv6950__htc_diamond_400
12054,http://phonedb.net/index.php?m=device&id=1364&c=samsung_sgh-i740
12055,http://phonedb.net/index.php?m=device&id=1363&c=sprint_touch_pro__htc_raphael_800
12056,http://phonedb.net/index.php?m=device&id=1362&c=o2_xda_diamond_pro__xda_serra__htc_raphael_100
12057,http://phonedb.net/index.php?m=device&id=1361&c=dap_microflex_ce8640b
12058,http://phonedb.net/index.php?m=device&id=1360&c=dap_microflex_ce8640bwe
12059,http://phonedb.net/index.php?m=device&id=1359&c=dap_microflex_ce3240b
12060,http://phonedb.net/index.php?m=device&id=1358&c=dap_microflex_ce3240bwe
12061,http://phonedb.net/index.php?m=device&id=1357&c=dap_microflex_ce5000b
12062,http://phonedb.net/index.php?m=device&id=1356&c=dap_microflex_ce5000bwe
12063,http://phonedb.net/index.php?m=device&id=1353&c=mio_leap_k1
12064,http://phonedb.net/index.php?m=device&id=1355&c=dap_microflex_2240x_2008
12065,http://phonedb.net/index.php?m=device&id=1354&c=dap_microflex_2240x_wireless_edition_2008
12066,http://phonedb.net/index.php?m=device&id=1352&c=dap_microflex_ce8820bwe
12067,http://phonedb.net/index.php?m=device&id=1351&c=dap_microflex_ce8820b
12068,http://phonedb.net/index.php?m=device&id=1350&c=dap_microflex_ce8800bwe__ce8810bwe
12069,http://phonedb.net/index.php?m=device&id=1349&c=dap_microflex_ce8800b__ce8810b
12070,http://phonedb.net/index.php?m=device&id=1348&c=hkc_w1000__techfaith_gallic
12071,http://phonedb.net/index.php?m=device&id=1347&c=hkc_g1000__techfaith_cynthia_850
12072,http://phonedb.net/index.php?m=device&id=1346&c=daxian_c9000
12073,http://phonedb.net/index.php?m=device&id=1345&c=daxian_c8100
12074,http://phonedb.net/index.php?m=device&id=1344&c=daxian_cu928__htc_harrier
12075,http://phonedb.net/index.php?m=device&id=1343&c=verzio_envii
12076,http://phonedb.net/index.php?m=device&id=1342&c=airo_a25
12077,http://phonedb.net/index.php?m=device&id=1341&c=thinknavi_t7
12078,http://phonedb.net/index.php?m=device&id=1340&c=thinknavi_uz
12079,http://phonedb.net/index.php?m=device&id=1339&c=sony_ericsson_g700_business_edition__se_josephine
12080,http://phonedb.net/index.php?m=device&id=1338&c=nokia_n79
12081,http://phonedb.net/index.php?m=device&id=1337&c=nokia_n85
12082,http://phonedb.net/index.php?m=device&id=1336&c=nokia_5800__5800d-1_xpressmusic__nokia_tube
12083,http://phonedb.net/index.php?m=device&id=1335&c=nokia_e66-3__nokia_dora
12084,http://phonedb.net/index.php?m=device&id=1334&c=nokia_e66-2__nokia_dora
12085,http://phonedb.net/index.php?m=device&id=1333&c=nokia_e71-3
12086,http://phonedb.net/index.php?m=device&id=1332&c=nokia_e71-2
12087,http://phonedb.net/index.php?m=device&id=1331&c=vodafone_920__htc_kii
12088,"http://phonedb.net/index.php?m=device&id=1330&c=apple_iphone_3g_a1241_16gb__apple_iphone_1,2"
12089,"http://phonedb.net/index.php?m=device&id=1329&c=apple_iphone_3g_a1241_8gb__apple_iphone_1,2"
12090,http://phonedb.net/index.php?m=device&id=1328&c=samsung_sgh-i900__sgh-i908_omnia_16gb
12091,http://phonedb.net/index.php?m=device&id=1327&c=gigabyte_gsmart_ms820
12092,http://phonedb.net/index.php?m=device&id=1326&c=gigabyte_gsmart_ms802
12093,http://phonedb.net/index.php?m=device&id=1325&c=e-ten_glofiish_x610
12094,http://phonedb.net/index.php?m=device&id=1324&c=e-ten_glofiish_x900
12095,http://phonedb.net/index.php?m=device&id=1323&c=samsung_sch-i770_saga
12096,http://phonedb.net/index.php?m=device&id=1322&c=cowon_q5w_60gb
12097,http://phonedb.net/index.php?m=device&id=1321&c=nokia_e66__nokia_dora
12098,http://phonedb.net/index.php?m=device&id=1320&c=t-mobile_mda_vario_iv__htc_raphael_300
12099,http://phonedb.net/index.php?m=device&id=1319&c=sony_ericsson_xperia_x1a__se_venus
12100,http://phonedb.net/index.php?m=device&id=1318&c=sony_ericsson_g702__se_beibei
12101,http://phonedb.net/index.php?m=device&id=1317&c=palm_treo_pro
12102,http://phonedb.net/index.php?m=device&id=1316&c=htc_p3400i
12103,http://phonedb.net/index.php?m=device&id=1315&c=e-ten_glofiish_dx900
12104,http://phonedb.net/index.php?m=device&id=1314&c=motorola_moto_z6w
12105,http://phonedb.net/index.php?m=device&id=1313&c=nokia_6122c
12106,http://phonedb.net/index.php?m=device&id=1312&c=o2_xda_diamond__xda_ignito__htc_diamond_300
12107,http://phonedb.net/index.php?m=device&id=1311&c=htc_touch_diamond_p3700__htc_diamond_100
12108,http://phonedb.net/index.php?m=device&id=1310&c=pantech_matrix_pro__pantech_mustang_2
12109,http://phonedb.net/index.php?m=device&id=1309&c=motorola_zine_zn5
12110,http://phonedb.net/index.php?m=device&id=1308&c=htc_p6000_census
12111,http://phonedb.net/index.php?m=device&id=1307&c=htc_touch_find__htc_polaris_200
12112,http://phonedb.net/index.php?m=device&id=1306&c=htc_touch_pro_t7272__htc_raphael_100
12113,http://phonedb.net/index.php?m=device&id=1305&c=t-mobile_mda_compact_iv__htc_diamond_200
12114,http://phonedb.net/index.php?m=device&id=1304&c=altina_a860
12115,http://phonedb.net/index.php?m=device&id=1303&c=altina_a760
12116,http://phonedb.net/index.php?m=device&id=1302&c=altina_a700
12117,http://phonedb.net/index.php?m=device&id=1301&c=sony_ericsson_p5__p5i__se_paris
12118,http://phonedb.net/index.php?m=device&id=1300&c=nokia_5320_xpressmusic
12119,http://phonedb.net/index.php?m=device&id=1299&c=socket_mobile_somo_650_hs
12120,http://phonedb.net/index.php?m=device&id=1298&c=socket_mobile_somo_650
12121,http://phonedb.net/index.php?m=device&id=1297&c=sharp_922sh
12122,http://phonedb.net/index.php?m=device&id=1296&c=e-ten_glofiish_m750
12123,http://phonedb.net/index.php?m=device&id=1295&c=samsung_sgh-l870
12124,http://phonedb.net/index.php?m=device&id=1294&c=gresso_avantgarde_luna_steel
12125,http://phonedb.net/index.php?m=device&id=1293&c=gresso_avantgarde_sol_steel
12126,http://phonedb.net/index.php?m=device&id=1292&c=gresso_avantgarde_sol_gold
12127,http://phonedb.net/index.php?m=device&id=1291&c=gresso_avantgarde_luna_gold
12128,http://phonedb.net/index.php?m=device&id=1290&c=gresso_royal_black_diamonds
12129,http://phonedb.net/index.php?m=device&id=1289&c=gresso_black_diamonds
12130,http://phonedb.net/index.php?m=device&id=1288&c=icd_velocity_mobile_111
12131,http://phonedb.net/index.php?m=device&id=1287&c=icd_velocity_mobile_103
12132,http://phonedb.net/index.php?m=device&id=1286&c=wayteq_t880__techfaith_cynthia_850
12133,http://phonedb.net/index.php?m=device&id=1285&c=techfaith_moffett
12134,http://phonedb.net/index.php?m=device&id=1284&c=techfaith_i5__techfaith_lampson_ii
12135,http://phonedb.net/index.php?m=device&id=1283&c=wayteq_x5__techfaith_lampson
12136,http://phonedb.net/index.php?m=device&id=1282&c=asus_r700t
12137,http://phonedb.net/index.php?m=device&id=1281&c=asus_r700
12138,http://phonedb.net/index.php?m=device&id=1280&c=mio_leap_g50__mio_lovebird
12139,http://phonedb.net/index.php?m=device&id=1279&c=amoi_6711
12140,http://phonedb.net/index.php?m=device&id=1278&c=vodafone_vpa_touch__htc_elf_100
12141,http://phonedb.net/index.php?m=device&id=1277&c=htc_touch_dual_us__htc_neon_300
12142,http://phonedb.net/index.php?m=device&id=1276&c=nokia_n810_internet_tablet_wimax_edition
12143,http://phonedb.net/index.php?m=device&id=1275&c=motorola_ming2_a1600
12144,http://phonedb.net/index.php?m=device&id=1274&c=motorola_a1800
12145,http://phonedb.net/index.php?m=device&id=1273&c=palm_treo_800w
12146,http://phonedb.net/index.php?m=device&id=1272&c=nokia_500_gps
12147,http://phonedb.net/index.php?m=device&id=1271&c=nokia_9300b_communicator
12148,http://phonedb.net/index.php?m=device&id=1270&c=sharp_em-one_s01sh2
12149,http://phonedb.net/index.php?m=device&id=1269&c=emobile_emonster_s11ht__htc_kaiser_120
12150,http://phonedb.net/index.php?m=device&id=1268&c=motorola_rokr_z6
12151,http://phonedb.net/index.php?m=device&id=1267&c=motorola_rokr_e8
12152,http://phonedb.net/index.php?m=device&id=1266&c=motorola_rokr_e6__motorola_macau
12153,http://phonedb.net/index.php?m=device&id=1265&c=motorola_rokr_e2__motorola_sumatra
12154,http://phonedb.net/index.php?m=device&id=1264&c=motorola_ming_a1200e__motorola_hainan
12155,http://phonedb.net/index.php?m=device&id=1263&c=motorola_ming_a1200__a1200i__a1200r__motorola_hainan
12156,http://phonedb.net/index.php?m=device&id=1262&c=motorola_e680i
12157,http://phonedb.net/index.php?m=device&id=1261&c=motorola_e680__e680g
12158,http://phonedb.net/index.php?m=device&id=1260&c=motorola_razr2_v8
12159,http://phonedb.net/index.php?m=device&id=1259&c=motorola_a910__a910i__motorola_martinique
12160,http://phonedb.net/index.php?m=device&id=1258&c=motorola_a780
12161,http://phonedb.net/index.php?m=device&id=1257&c=motorola_a768i
12162,http://phonedb.net/index.php?m=device&id=1256&c=motorola_a768
12163,http://phonedb.net/index.php?m=device&id=1255&c=motorola_a760
12164,http://phonedb.net/index.php?m=device&id=1254&c=general_mobile_dstw1__techfaith_cynthia_850
12165,http://phonedb.net/index.php?m=device&id=1253&c=gigabyte_gsmart_mw998
12166,http://phonedb.net/index.php?m=device&id=1252&c=nokia_6124_classic
12167,http://phonedb.net/index.php?m=device&id=1251&c=nokia_6650_fold
12168,http://phonedb.net/index.php?m=device&id=1250&c=o2_xda_atmos__htc_wings_100
12169,http://phonedb.net/index.php?m=device&id=1249&c=palm_centro_690p_cdma
12170,http://phonedb.net/index.php?m=device&id=1248&c=palm_centro_685_gsm
12171,http://phonedb.net/index.php?m=device&id=1247&c=palm_treo_755p
12172,http://phonedb.net/index.php?m=device&id=1246&c=palm_treo_700p
12173,http://phonedb.net/index.php?m=device&id=1245&c=palm_treo_680__palm_lowrider
12174,http://phonedb.net/index.php?m=device&id=1244&c=palm_z22
12175,http://phonedb.net/index.php?m=device&id=1243&c=palm_tx
12176,http://phonedb.net/index.php?m=device&id=1242&c=palmone_lifedrive
12177,http://phonedb.net/index.php?m=device&id=1241&c=palmone_treo_650_cdma
12178,http://phonedb.net/index.php?m=device&id=1240&c=palmone_treo_650_gsm
12179,http://phonedb.net/index.php?m=device&id=1239&c=palmone_tungsten_e2
12180,http://phonedb.net/index.php?m=device&id=1238&c=palmone_tungsten_t5
12181,http://phonedb.net/index.php?m=device&id=1237&c=sony_clie_peg-vz90
12182,http://phonedb.net/index.php?m=device&id=1236&c=sony_clie_peg-th55__peg-th55e
12183,http://phonedb.net/index.php?m=device&id=1235&c=sony_clie_peg-th55u
12184,http://phonedb.net/index.php?m=device&id=1234&c=sony_clie_peg-tj27
12185,http://phonedb.net/index.php?m=device&id=1233&c=sony_clie_peg-tj37
12186,http://phonedb.net/index.php?m=device&id=1232&c=tapwave_zodiac_2
12187,http://phonedb.net/index.php?m=device&id=1231&c=tapwave_zodiac_1
12188,http://phonedb.net/index.php?m=device&id=1230&c=sony_clie_peg-tj25
12189,http://phonedb.net/index.php?m=device&id=1229&c=sony_clie_peg-tj35
12190,http://phonedb.net/index.php?m=device&id=1228&c=sony_clie_peg-ux50__peg-ux50u__peg-ux50e
12191,http://phonedb.net/index.php?m=device&id=1227&c=sony_clie_peg-ux40__peg-ux40u__peg-ux40e
12192,http://phonedb.net/index.php?m=device&id=1226&c=asus_p560
12193,http://phonedb.net/index.php?m=device&id=1225&c=asus_m536
12194,http://phonedb.net/index.php?m=device&id=1224&c=asus_lamborghini_zx1
12195,http://phonedb.net/index.php?m=device&id=1223&c=palmone_zire_72
12196,http://phonedb.net/index.php?m=device&id=1222&c=palmone_zire_31
12197,http://phonedb.net/index.php?m=device&id=1221&c=palm_tungsten_e
12198,http://phonedb.net/index.php?m=device&id=1220&c=palm_tungsten_t3
12199,http://phonedb.net/index.php?m=device&id=1219&c=palm_zire_21
12200,http://phonedb.net/index.php?m=device&id=1218&c=palmone_treo_600_cdma
12201,http://phonedb.net/index.php?m=device&id=1217&c=palmone_treo_600_gsm
12202,http://phonedb.net/index.php?m=device&id=1216&c=handspring_treo_600_gsm
12203,http://phonedb.net/index.php?m=device&id=1215&c=handspring_treo_600_cdma
12204,http://phonedb.net/index.php?m=device&id=1214&c=palm_tungsten_t2
12205,http://phonedb.net/index.php?m=device&id=1213&c=palm_zire_71
12206,http://phonedb.net/index.php?m=device&id=1212&c=palm_tungsten_c
12207,http://phonedb.net/index.php?m=device&id=1211&c=palm_tungsten_w
12208,http://phonedb.net/index.php?m=device&id=1210&c=palm_zire
12209,http://phonedb.net/index.php?m=device&id=1209&c=kyocera_7135
12210,http://phonedb.net/index.php?m=device&id=1208&c=palm_tungsten_t
12211,http://phonedb.net/index.php?m=device&id=1207&c=sony_clie_peg-sj22__peg-sj22u__peg-sj2e
12212,http://phonedb.net/index.php?m=device&id=1206&c=sony_clie_peg-nx80v
12213,http://phonedb.net/index.php?m=device&id=1205&c=sony_clie_peg-nx73ve
12214,http://phonedb.net/index.php?m=device&id=1204&c=sony_clie_peg-nx73v
12215,http://phonedb.net/index.php?m=device&id=1203&c=sony_clie_peg-tg50__peg-tg50u
12216,http://phonedb.net/index.php?m=device&id=1202&c=sony_clie_peg-nz90__peg-nz90u
12217,http://phonedb.net/index.php?m=device&id=1201&c=sony_clie_peg-sj33__peg-sj33u__peg-sj33e
12218,http://phonedb.net/index.php?m=device&id=1200&c=sony_clie_peg-sj30__peg-sj30u__peg-sj30e
12219,http://phonedb.net/index.php?m=device&id=1199&c=sony_clie_peg-sj20__peg-sj20u__peg-sj20e
12220,http://phonedb.net/index.php?m=device&id=1198&c=sony_clie_peg-sl10___peg-sl10u__peg-sl10e
12221,http://phonedb.net/index.php?m=device&id=1197&c=sony_clie_peg-nx60__peg-nx60u
12222,http://phonedb.net/index.php?m=device&id=1196&c=sony_clie_peg-nx70v
12223,http://phonedb.net/index.php?m=device&id=1195&c=sony_clie_peg-nr70v
12224,http://phonedb.net/index.php?m=device&id=1194&c=sony_clie_peg-nr70
12225,http://phonedb.net/index.php?m=device&id=1193&c=samsung_sph-i330
12226,http://phonedb.net/index.php?m=device&id=1192&c=sony_clie_peg-t665c__peg-t675c
12227,http://phonedb.net/index.php?m=device&id=1191&c=sony_clie_peg-t415c__peg-t425c
12228,http://phonedb.net/index.php?m=device&id=1190&c=sony_clie_peg-t615c__peg-t625c
12229,http://phonedb.net/index.php?m=device&id=1189&c=samsung_sgh-i550w
12230,http://phonedb.net/index.php?m=device&id=1188&c=sony_clie_peg-s360
12231,http://phonedb.net/index.php?m=device&id=1187&c=sony_clie_peg-n760c__peg-n770c
12232,http://phonedb.net/index.php?m=device&id=1186&c=samsung_sph-i300
12233,http://phonedb.net/index.php?m=device&id=1185&c=acer_s50
12234,http://phonedb.net/index.php?m=device&id=1184&c=acer_s60
12235,http://phonedb.net/index.php?m=device&id=1183&c=acer_s10
12236,http://phonedb.net/index.php?m=device&id=1182&c=palm_m130
12237,http://phonedb.net/index.php?m=device&id=1181&c=palm_m125
12238,http://phonedb.net/index.php?m=device&id=1180&c=palm_i705
12239,http://phonedb.net/index.php?m=device&id=1179&c=palm_m515
12240,http://phonedb.net/index.php?m=device&id=1178&c=handspring_treo_300
12241,http://phonedb.net/index.php?m=device&id=1177&c=handspring_treo_270
12242,http://phonedb.net/index.php?m=device&id=1176&c=handspring_treo_180g
12243,http://phonedb.net/index.php?m=device&id=1175&c=handspring_treo_180
12244,http://phonedb.net/index.php?m=device&id=1174&c=handspring_treo_90
12245,http://phonedb.net/index.php?m=device&id=1173&c=sony_clie_peg-n710c
12246,http://phonedb.net/index.php?m=device&id=1172&c=sony_clie_peg-n610c
12247,http://phonedb.net/index.php?m=device&id=1171&c=handspring_visor_pro
12248,http://phonedb.net/index.php?m=device&id=1170&c=handspring_visor_neo
12249,http://phonedb.net/index.php?m=device&id=1169&c=handspring_visor_edge
12250,http://phonedb.net/index.php?m=device&id=1168&c=sony_clie_peg-s320
12251,http://phonedb.net/index.php?m=device&id=1167&c=sony_clie_peg-s500c
12252,http://phonedb.net/index.php?m=device&id=1166&c=sony_clie_peg-s300
12253,http://phonedb.net/index.php?m=device&id=1165&c=ibm_workpad_c505
12254,http://phonedb.net/index.php?m=device&id=1164&c=ibm_workpad_c500
12255,http://phonedb.net/index.php?m=device&id=1163&c=kyocera_qcp_6035
12256,http://phonedb.net/index.php?m=device&id=1162&c=palm_m505
12257,http://phonedb.net/index.php?m=device&id=1161&c=palm_m500
12258,http://phonedb.net/index.php?m=device&id=1160&c=handera_330
12259,http://phonedb.net/index.php?m=device&id=1159&c=handspring_visor_prism
12260,http://phonedb.net/index.php?m=device&id=1158&c=handspring_visor_platinum
