,full_link
240,http://phonedb.net/index.php?m=device&id=13182&c=bbk_vivo_y85a_dual_sim_td-lte_cn_32gb
241,http://phonedb.net/index.php?m=device&id=13179&c=zte_blade_v9_vita_dual_sim_lte_am_v0920
242,http://phonedb.net/index.php?m=device&id=13180&c=lg_m700an_q6plus_dual_sim_lte-a_64gb
243,http://phonedb.net/index.php?m=device&id=13176&c=htc_desire_12_global_dual_sim_lte_32gb__htc_breeze
244,http://phonedb.net/index.php?m=device&id=13178&c=htc_u11_eyes_dual_sim_td-lte_cn__htc_ocean_harmony
245,http://phonedb.net/index.php?m=device&id=13177&c=htc_desire_12plus_global_dual_sim_td-lte_32gb__htc_breeze_plus
246,http://phonedb.net/index.php?m=device&id=13060&c=htc_desire_12_lte_am_16gb__htc_breeze
247,http://phonedb.net/index.php?m=device&id=13175&c=huawei_nova_3e_dual_sim_td-lte_cn_128gb_ane-al00__huawei_anne
248,http://phonedb.net/index.php?m=device&id=13174&c=huawei_p20_lite_dual_sim_lte-a_emea_ane-lx1__ane-l21__huawei_anne
249,http://phonedb.net/index.php?m=device&id=13173&c=huawei_nova_2_lite_dual_sim_td-lte_apac_ldn-lx2__y7_pro_2018_ldn-l22__huawei_london
250,http://phonedb.net/index.php?m=device&id=13172&c=huawei_enjoy_8_plus_dual_sim_td-lte_cn_fla-al20_128gb__huawei_florida
251,http://phonedb.net/index.php?m=device&id=13171&c=neptune_pine_smartwatch_p312bg32
252,http://phonedb.net/index.php?m=device&id=13169&c=lg_x210vpp_zone_4_lte_us__lg_x210
253,http://phonedb.net/index.php?m=device&id=13164&c=alcatel_one_touch_pixi_3_3.5_emea_ot-4022x__tcl_4009
254,http://phonedb.net/index.php?m=device&id=13166&c=alcatel_one_touch_pixi_3_3.5_dual_sim_emea_ot-4022d__tcl_4009
255,http://phonedb.net/index.php?m=device&id=13168&c=neptune_pine_smartwatch_p312bg16
256,http://phonedb.net/index.php?m=device&id=13167&c=xiaomi_redmi_note_5_premium_edition_dual_sim_td-lte_cn_64gb_mec7s__xiaomi_whyred
257,http://phonedb.net/index.php?m=device&id=13163&c=alcatel_one_touch_pixi_3_3.5_emea_ot-4023x__tcl_4009
258,http://phonedb.net/index.php?m=device&id=13165&c=alcatel_one_touch_pixi_3_3.5_dual_sim_emea_ot-4023d__tcl_4009
259,http://phonedb.net/index.php?m=device&id=13162&c=alcatel_one_touch_pixi_3_3.5_latam_ot-4023a__tcl_4009
260,http://phonedb.net/index.php?m=device&id=13161&c=alcatel_one_touch_pixi_3_3.5_emea_ot-4009m__tcl_4009
261,http://phonedb.net/index.php?m=device&id=13160&c=samsung_sm-g965fds_galaxy_s9plus_duos_td-lte_256gb__samsung_star_2
262,http://phonedb.net/index.php?m=device&id=13157&c=lg_x410k_x_series_x4_lte__lg_x410
263,http://phonedb.net/index.php?m=device&id=13129&c=alcatel_5_dual_sim_lte_am_5086a
264,http://phonedb.net/index.php?m=device&id=13159&c=sharp_pi_dual_sim_lte
265,http://phonedb.net/index.php?m=device&id=13158&c=xiaomi_redmi_note_5_standard_edition_dual_sim_td-lte_cn_32gb_mee7s__xiaomi_whyred
266,http://phonedb.net/index.php?m=device&id=13153&c=samsung_sm-g965n_galaxy_s9plus_td-lte_64gb__samsung_star_2
267,http://phonedb.net/index.php?m=device&id=13156&c=lg_x410s_x_series_x4_lte__lg_x410
268,http://phonedb.net/index.php?m=device&id=13155&c=lg_x401s_x_series_x401_lte__lg_mlv5n
269,http://phonedb.net/index.php?m=device&id=13154&c=lg_x401l_x_series_x401_lte__lg_mlv5n
270,http://phonedb.net/index.php?m=device&id=13150&c=huawei_honor_changwan_7c_dual_sim_td-lte_cn_lnd-al40__honor_play_7c__huawei_london_2
271,http://phonedb.net/index.php?m=device&id=13152&c=oppo_r15_dual_sim_td-lte_cn_pacm00
272,http://phonedb.net/index.php?m=device&id=13151&c=oppo_r15_dream_mirror_edition_dual_sim_td-lte_cn_paam00
273,http://phonedb.net/index.php?m=device&id=12610&c=microsoft_1796_surface_pro_lte_tablet_256gb
274,http://phonedb.net/index.php?m=device&id=13149&c=huawei_honor_changwan_7c_dual_sim_td-lte_cn_lnd-al30__honor_play_7c__huawei_london_2
275,http://phonedb.net/index.php?m=device&id=13148&c=huawei_enjoy_8_dual_sim_td-lte_cn_ldn-al00__huawei_london
276,http://phonedb.net/index.php?m=device&id=13146&c=huawei_nova_3e_dual_sim_td-lte_cn_64gb_ane-al00__p20_lite__huawei_anne
277,http://phonedb.net/index.php?m=device&id=13145&c=nokia_8_dual_sim_td-lte_am
278,http://phonedb.net/index.php?m=device&id=13144&c=asus_zenfone_5q_dual_sim_td-lte_tw_jp_version_a_64gb_zc600kl__zenfone_5_lite
279,http://phonedb.net/index.php?m=device&id=13136&c=fairphone_2_2017_dual_sim_lte
280,http://phonedb.net/index.php?m=device&id=13142&c=ikimobile_blessplus_dual_sim_lte
281,http://phonedb.net/index.php?m=device&id=13141&c=acorn_micro_phone_5c_dual_sim_lte-a
282,http://phonedb.net/index.php?m=device&id=13137&c=alcatel_1t_10
283,http://phonedb.net/index.php?m=device&id=13138&c=alcatel_1t_7
284,http://phonedb.net/index.php?m=device&id=13135&c=fareastone_smart_550_lte
285,http://phonedb.net/index.php?m=device&id=13134&c=fareastone_smart_509_lte
286,http://phonedb.net/index.php?m=device&id=13133&c=fareastone_smart_508_lte
287,http://phonedb.net/index.php?m=device&id=13132&c=xiaomi_redmi_note_5_standard_edition_dual_sim_td-lte_cn_64gb_mee7s__xiaomi_whyred
288,http://phonedb.net/index.php?m=device&id=13131&c=tecno_mobile_phonepad_3_dual_sim_lte
289,http://phonedb.net/index.php?m=device&id=13130&c=tecno_mobile_droipad_7d_dual_sim
290,http://phonedb.net/index.php?m=device&id=13088&c=tecno_mobile_w5_dual_sim_lte
291,http://phonedb.net/index.php?m=device&id=13089&c=tecno_mobile_i3_dual_sim_lte
292,http://phonedb.net/index.php?m=device&id=13128&c=general_mobile_gm8_android_one_dual_sim_td-lte_64gb_version_1
293,http://phonedb.net/index.php?m=device&id=13126&c=mobvoi_ticwatch_express_e
294,http://phonedb.net/index.php?m=device&id=13127&c=mobvoi_ticwatch_2_acive__classic
295,http://phonedb.net/index.php?m=device&id=13125&c=huawei_y9_2018_dual_sim_td-lte_fla-l22__fla-lx2__huawei_florida
296,http://phonedb.net/index.php?m=device&id=13124&c=xiaomi_redmi_note_5_pro_standard_edition_dual_sim_td-lte_in_mzb6079in__xiaomi_whyred
297,http://phonedb.net/index.php?m=device&id=13123&c=zte_blade_a612_dual_sim_td-lte_eu
298,http://phonedb.net/index.php?m=device&id=13122&c=mobvoi_ticwatch_sport_s
299,http://phonedb.net/index.php?m=device&id=12961&c=huawei_p20_premium_edition_dual_sim_td-lte_cn_eml-al00__huawei_emily
300,http://phonedb.net/index.php?m=device&id=13121&c=samsung_sm-g960u1_galaxy_s9_td-lte_us__samsung_star
301,http://phonedb.net/index.php?m=device&id=13120&c=htc_u11_td-lte_64gb_u-3u__htc_ocean
302,http://phonedb.net/index.php?m=device&id=13119&c=alcatel_one_touch_pixi_4_5.0_lte_emea_5045x__tcl_5045
303,http://phonedb.net/index.php?m=device&id=13118&c=wiko_tommy_3_dual_sim_lte_emea_m2087
304,http://phonedb.net/index.php?m=device&id=13117&c=wiko_view_lite_dual_sim_lte_m1946
305,http://phonedb.net/index.php?m=device&id=13116&c=wiko_view_2_pro_dual_sim_lte-a_m2123
306,http://phonedb.net/index.php?m=device&id=13115&c=wiko_view_2_dual_sim_lte-a_m2124
307,http://phonedb.net/index.php?m=device&id=13114&c=zte_tempo_go_td-lte_n9137go
308,http://phonedb.net/index.php?m=device&id=13113&c=nokia_7_plus_premium_edition_dual_sim_td-lte_apac
309,http://phonedb.net/index.php?m=device&id=13112&c=nokia_7_plus_android_one_global_dual_sim_lte-a
310,http://phonedb.net/index.php?m=device&id=13111&c=blu_vivo_x_dual_sim_lte-a_v0230ww
311,http://phonedb.net/index.php?m=device&id=13110&c=pixelphone_s1_td-lte_dual_sim
312,http://phonedb.net/index.php?m=device&id=13109&c=pixelphone_m1_td-lte_dual_sim
313,http://phonedb.net/index.php?m=device&id=13108&c=xiaomi_huami_amazfit_smart_sports_watch_lite
314,http://phonedb.net/index.php?m=device&id=13107&c=caterpillar_cat_s61_dual_sim_lte_us
315,http://phonedb.net/index.php?m=device&id=13106&c=caterpillar_cat_s61_global_dual_sim_td-lte
316,http://phonedb.net/index.php?m=device&id=12981&c=archos_core_55s_dual_sim_lte
317,http://phonedb.net/index.php?m=device&id=13105&c=huawei_mediapad_m5_pro_10.8_td-lte_cmr-al19_64gb__huawei_cameron_pro
318,http://phonedb.net/index.php?m=device&id=13104&c=huawei_mediapad_m5_8.4_td-lte_sht-al09_32gb__huawei_schubert
319,http://phonedb.net/index.php?m=device&id=13103&c=huawei_mediapad_m5_10.8_td-lte_cmr-al09_64gb__huawei_cameron
320,http://phonedb.net/index.php?m=device&id=13102&c=huawei_mediapad_m5_pro_10.8_wifi_cmr-w19_128gb__huawei_cameron_pro
321,http://phonedb.net/index.php?m=device&id=13101&c=huawei_mediapad_m5_8.4_wifi_sht-w09_64gb__huawei_schubert
322,http://phonedb.net/index.php?m=device&id=13087&c=huawei_mediapad_m5_10.8_wifi_cmr-w09_32gb__huawei_cameron
323,http://phonedb.net/index.php?m=device&id=13069&c=noa_element_n10_dual_sim_lte-a
324,http://phonedb.net/index.php?m=device&id=13100&c=doro_8035_lte
325,http://phonedb.net/index.php?m=device&id=13099&c=htc_u12plus_dual_sim_td-lte_128gb__htc_imagine
326,http://phonedb.net/index.php?m=device&id=13098&c=lg_x410l_x_series_x4_lte__lg_x410
327,http://phonedb.net/index.php?m=device&id=13095&c=sony_xperia_xa2_td-lte_h3133__sony_sm12
328,http://phonedb.net/index.php?m=device&id=13097&c=zte_blade_v9_dual_sim_td-lte_version_3_16gb
329,http://phonedb.net/index.php?m=device&id=13096&c=sony_xperia_xa2_lte-a_na_h3123__sony_sm12
330,http://phonedb.net/index.php?m=device&id=13094&c=oppo_f5_dual_sim_td-lte_in_th_version_1_32gb_cph1727__oppo_a75
331,http://phonedb.net/index.php?m=device&id=13093&c=meizu_m6s_premium_edition_dual_sim_td-lte_cn_64gb_m712q-b__meizu_meilan_s6
332,http://phonedb.net/index.php?m=device&id=13092&c=samsung_sm-g965fds_galaxy_s9plus_duos_td-lte_128gb__samsung_star_2
333,http://phonedb.net/index.php?m=device&id=13091&c=hisense_infinity_h11_pro_dual_sim_td-lte
334,http://phonedb.net/index.php?m=device&id=13090&c=tecno_mobile_i7_dual_sim_lte
335,http://phonedb.net/index.php?m=device&id=13068&c=tecno_mobile_s6_dual_sim
336,http://phonedb.net/index.php?m=device&id=13084&c=tecno_mobile_w4_dual_sim
337,http://phonedb.net/index.php?m=device&id=13085&c=tecno_mobile_wx4_dual_sim
338,http://phonedb.net/index.php?m=device&id=13086&c=tecno_mobile_wx4_pro_dual_sim_lte
339,http://phonedb.net/index.php?m=device&id=13076&c=tecno_mobile_w1_dual_sim
340,http://phonedb.net/index.php?m=device&id=13077&c=tecno_mobile_w3_pro_dual_sim
341,http://phonedb.net/index.php?m=device&id=13082&c=samsung_sm-g9650ds_galaxy_s9plus_duos_td-lte_cn__samsung_star_2
342,http://phonedb.net/index.php?m=device&id=13083&c=asus_zenfone_5_lite_2018_dual_sim_td-lte_version_e_32gb_zc600kl
343,http://phonedb.net/index.php?m=device&id=13081&c=samsung_sm-g9600ds_galaxy_s9_duos_td-lte_cn__samsung_star
344,http://phonedb.net/index.php?m=device&id=13080&c=samsung_sm-g965n_galaxy_s9plus_td-lte_256gb__samsung_star_2
345,http://phonedb.net/index.php?m=device&id=13078&c=samsung_sm-g960n_galaxy_s9_td-lte__samsung_star
346,http://phonedb.net/index.php?m=device&id=13079&c=alcatel_one_touch_pixi_4_5.0_lite_3g_dual_sim_latam_5010e___tcl_5010
347,http://phonedb.net/index.php?m=device&id=13075&c=asus_zenfone_5_lite_2018_dual_sim_td-lte_version_b_64gb_zc600kl
348,http://phonedb.net/index.php?m=device&id=13074&c=asus_zenfone_5_2018_global_dual_sim_td-lte_ze620kl
349,http://phonedb.net/index.php?m=device&id=13073&c=samsung_sm-g960d_galaxy_s9_td-lte_jp_sc-02k__sgh-n327__samsung_star
350,http://phonedb.net/index.php?m=device&id=13070&c=lava_z50_dual_sim_lte
351,http://phonedb.net/index.php?m=device&id=13049&c=sony_xperia_xz2_compact_global_dual_sim_td-lte_h8324__sony_pf32
352,http://phonedb.net/index.php?m=device&id=13072&c=samsung_sm-g965d_galaxy_s9plus_td-lte_jp_sc-03k__sgh-n943__samsung_star_2
353,http://phonedb.net/index.php?m=device&id=13071&c=alcatel_one_touch_pixi_3_3.5_latam_ot-4009f__tcl_4009
354,http://phonedb.net/index.php?m=device&id=13066&c=asus_zenfone_5z_2018_global_dual_sim_td-lte_zs620kl
355,http://phonedb.net/index.php?m=device&id=13055&c=lg_v300k_v30_signature_edition_td-lte_256gb__lg_joan
356,http://phonedb.net/index.php?m=device&id=13067&c=tecno_mobile_s1_dual_sim
357,http://phonedb.net/index.php?m=device&id=13065&c=nokia_6_2018_dual_sim_td-lte_am_32gb__hmd_nokia_6.1
358,http://phonedb.net/index.php?m=device&id=13064&c=alcatel_one_touch_pixi_4_5.0_3g_latam_5010g____tcl_5010
359,http://phonedb.net/index.php?m=device&id=13063&c=zte_blade_v9_dual_sim_lte-a_am_version_2_32gb
360,http://phonedb.net/index.php?m=device&id=13057&c=lg_v300kr_v30s_thinq_td-lte__lg_joan
361,http://phonedb.net/index.php?m=device&id=13061&c=tecno_mobile_pouvoir_l9_dual_sim
362,http://phonedb.net/index.php?m=device&id=13062&c=tecno_mobile_pouvoir_l9_plus_dual_sim
363,http://phonedb.net/index.php?m=device&id=13013&c=tecno_mobile_spark_pro_dual_sim_lte
364,http://phonedb.net/index.php?m=device&id=13059&c=alcatel_one_touch_shine_lite_dual_sim_td-lte_apac_5080d__tcl_5080
365,http://phonedb.net/index.php?m=device&id=13058&c=alcatel_one_touch_shine_lite_lte_latam_5080a__tcl_5080
366,http://phonedb.net/index.php?m=device&id=13056&c=lg_v300s_v30_signature_edition_td-lte_256gb__lg_joan
367,http://phonedb.net/index.php?m=device&id=13054&c=lg_v300kw_v30splus_thinq_td-lte__lg_joan
368,http://phonedb.net/index.php?m=device&id=13053&c=lg_v300k_v30plus_td-lte__lg_joan
369,http://phonedb.net/index.php?m=device&id=13052&c=lg_v300l_v30plus_td-lte__lg_joan
370,http://phonedb.net/index.php?m=device&id=13051&c=nokia_6_2018_global_dual_sim_td-lte_32gb__new_nokia_6__hmd_nokia_6.1
371,http://phonedb.net/index.php?m=device&id=13050&c=samsung_sm-g965w_galaxy_s9plus_td-lte__samsung_star_2
372,http://phonedb.net/index.php?m=device&id=13048&c=sony_xperia_xz2_dual_sim_td-lte_h8296__sony_pf22
373,http://phonedb.net/index.php?m=device&id=13046&c=sony_xperia_xz2_compact_global_td-lte_h8314__sony_pf32
374,http://phonedb.net/index.php?m=device&id=13047&c=alcatel_one_touch_pixi_4_5.0_3g_dual_sim_emea_5010d___tcl_5010
375,http://phonedb.net/index.php?m=device&id=13037&c=alcatel_one_touch_pixi_4_5.0_3g_emea_5010x___tcl_5010
376,http://phonedb.net/index.php?m=device&id=13045&c=xiaomi_huami_amazfit_smart_sports_watch
377,http://phonedb.net/index.php?m=device&id=13044&c=alcatel_5_dual_sim_lte_emea_5086d
378,http://phonedb.net/index.php?m=device&id=13038&c=alcatel_3v_dual_sim_td-lte
379,http://phonedb.net/index.php?m=device&id=13043&c=alcatel_1x_dual_sim_lte_5059d
380,http://phonedb.net/index.php?m=device&id=13042&c=sony_xperia_xz2_td-lte_h8216__sony_pf22
381,http://phonedb.net/index.php?m=device&id=13041&c=samsung_sm-g960w_galaxy_s9_td-lte__samsung_star
382,http://phonedb.net/index.php?m=device&id=13040&c=samsung_sm-g965fds_galaxy_s9plus_duos_td-lte_64gb__samsung_star_2
383,http://phonedb.net/index.php?m=device&id=13039&c=lg_v300lw_v30splus_thinq_td-lte__lg_joan
384,http://phonedb.net/index.php?m=device&id=13036&c=nokia_8_sirocco_global_td-lte__hmd_avatar
385,http://phonedb.net/index.php?m=device&id=13035&c=lg_v300l_v30s_thinq_td-lte__lg_joan
386,http://phonedb.net/index.php?m=device&id=13034&c=alcatel_3x_dual_sim_lte
387,http://phonedb.net/index.php?m=device&id=13033&c=alcatel_3_lte_emea_5052y
388,http://phonedb.net/index.php?m=device&id=13032&c=alcatel_3_dual_sim_lte_emea_5052d
389,http://phonedb.net/index.php?m=device&id=13031&c=samsung_sm-g960u_galaxy_s9_td-lte_us__samsung_star
390,http://phonedb.net/index.php?m=device&id=13025&c=asus_zenpad_10_wifi_z301mf_32gb
391,http://phonedb.net/index.php?m=device&id=13030&c=samsung_sm-g965f_galaxy_s9plus_td-lte__galaxy_s9_plus__samsung_star_2
392,http://phonedb.net/index.php?m=device&id=13029&c=nokia_1_dual_sim_td-lte_cn
393,http://phonedb.net/index.php?m=device&id=13028&c=samsung_sm-g960f_galaxy_s9_td-lte__samsung_star
394,http://phonedb.net/index.php?m=device&id=13027&c=samsung_sm-j701mt_galaxy_j7_neo_2017_hd_tv_duos_lte-a_latam__samsung_j701
395,http://phonedb.net/index.php?m=device&id=13024&c=asus_zenpad_10_wifi_z301mf_16gb
396,http://phonedb.net/index.php?m=device&id=13026&c=samsung_sm-j701m_galaxy_j7_neo_2017_lte-a_latam__samsung_j701
397,http://phonedb.net/index.php?m=device&id=13023&c=asus_zenpad_10_wifi_z301mf_64gb
398,http://phonedb.net/index.php?m=device&id=13022&c=lg_k430ar_k_series_k10_4g_lte__lg_m2
399,http://phonedb.net/index.php?m=device&id=13021&c=lg_k350ar_k_series_k8_4g_lte__lg_m1v
400,http://phonedb.net/index.php?m=device&id=13020&c=lg_h320ar_leon_3g__lg_y50
401,http://phonedb.net/index.php?m=device&id=13019&c=lg_m250ar_k_series_k10_2017_lte__lg_mlv5n
402,http://phonedb.net/index.php?m=device&id=13018&c=sony_xperia_xa2_dual_sim_td-lte_emea_h4113__sony_sm12
403,http://phonedb.net/index.php?m=device&id=13017&c=alcatel_one_touch_pixi_unite_a466bg
404,http://phonedb.net/index.php?m=device&id=13016&c=alcatel_one_touch_pixi_4_4.0_dual_sim_latam_4034e
405,http://phonedb.net/index.php?m=device&id=13015&c=lg_v300sw_v30splus_thinq_td-lte__lg_joan
406,http://phonedb.net/index.php?m=device&id=13014&c=lg_v300s_v30s_thinq_td-lte__lg_joan
407,http://phonedb.net/index.php?m=device&id=13012&c=sony_xperia_xa2_ultra_lte-a_am_h3223__sony_avenger
408,http://phonedb.net/index.php?m=device&id=13011&c=sony_xperia_xa2_ultra_td-lte_emea_h3213__sm22__sony_avenger
409,http://phonedb.net/index.php?m=device&id=13009&c=oppo_a37_dual_sim_td-lte_sg__oppo_neo_9
410,http://phonedb.net/index.php?m=device&id=13010&c=oppo_a39_dual_sim_td-lte_id_vn_cph1605__oppo_neo_9s
411,http://phonedb.net/index.php?m=device&id=13008&c=oppo_a37_dual_sim_td-lte_emea__oppo_neo_9
412,http://phonedb.net/index.php?m=device&id=13007&c=oppo_a37_dual_sim_td-lte_in_kz__oppo_neo_9
413,http://phonedb.net/index.php?m=device&id=13006&c=oppo_a83_dual_sim_td-lte_ru_kz_ph_ke
414,http://phonedb.net/index.php?m=device&id=13004&c=sony_xperia_l2_dual_sim_td-lte_apac_h4331__sony_sm32
415,http://phonedb.net/index.php?m=device&id=13005&c=oppo_a83_dual_sim_td-lte_my_vn_eg_pk
416,http://phonedb.net/index.php?m=device&id=13003&c=lg_lmx410eow_k_series_k11_2018_dual_sim_lte-a__k10_2018__lg_x410e
417,http://phonedb.net/index.php?m=device&id=13002&c=lg_lmx210nmw_k_series_k9_2018_dual_sim_lte_emea__lg_x210e
418,http://phonedb.net/index.php?m=device&id=13001&c=sony_xperia_l2_dual_sim_td-lte_emea_h4311__sony_sm32
419,http://phonedb.net/index.php?m=device&id=13000&c=sony_xperia_l2_td-lte_am_h3321__sony_sm32
420,http://phonedb.net/index.php?m=device&id=12999&c=samsung_sm-s737tl_galaxy_j7_sky_pro_4g_lte-a__samsung_j727
421,http://phonedb.net/index.php?m=device&id=12998&c=samsung_sm-j727t_galaxy_j7_prime_lte-a__sm-j727t1__samsung_j727
422,http://phonedb.net/index.php?m=device&id=12997&c=samsung_sm-j727u_galaxy_j7_2017_lte-a__samsung_j727
423,http://phonedb.net/index.php?m=device&id=12996&c=samsung_sm-j530gds_galaxy_j5_2017_duos_td-lte_am__sm-j530gmds__samsung_j530
424,http://phonedb.net/index.php?m=device&id=12995&c=blu_v0270ww_vivo_one_dual_sim_lte
425,http://phonedb.net/index.php?m=device&id=12986&c=tecno_mobile_phantom_6_plus_lte_dual_sim
426,http://phonedb.net/index.php?m=device&id=12985&c=tecno_mobile_phantom_6_lte_dual_sim
427,http://phonedb.net/index.php?m=device&id=12994&c=tecno_mobile_spark_plus_k9_dual_sim
428,http://phonedb.net/index.php?m=device&id=12991&c=tecno_mobile_camon_cx_air_lte_dual_sim
429,http://phonedb.net/index.php?m=device&id=12987&c=tecno_mobile_phantom_8_lte_dual_sim
430,http://phonedb.net/index.php?m=device&id=12993&c=htc_u11_td-lte_jp__htc_ocean
431,http://phonedb.net/index.php?m=device&id=12992&c=luna_v_lite_td-lte_dual_sim
432,http://phonedb.net/index.php?m=device&id=12988&c=tecno_mobile_camon_cx_dual_sim_lte_16gb
433,http://phonedb.net/index.php?m=device&id=12984&c=tecno_mobile_camon_cm_dual_sim_lte__cmore
434,http://phonedb.net/index.php?m=device&id=12990&c=xiaomi_huami_amazfit_smart_sports_watch_2s_premium_edition
435,http://phonedb.net/index.php?m=device&id=12989&c=xiaomi_huami_amazfit_smart_sports_watch_2__stratos
436,http://phonedb.net/index.php?m=device&id=12983&c=archos_core_57s_dual_sim_lte
437,http://phonedb.net/index.php?m=device&id=12982&c=archos_core_60s_dual_sim_lte
438,http://phonedb.net/index.php?m=device&id=12980&c=panasonic_p100_dual_sim_td-lte
439,http://phonedb.net/index.php?m=device&id=12979&c=huawei_mate_se_dual_sim_lte-a_latam_bnd-l34__huawei_bond
440,http://phonedb.net/index.php?m=device&id=12978&c=motorola_moto_g5_plus_hdtv_dual_sim_lte-a_latam_xt1683__motorola_potter
441,http://phonedb.net/index.php?m=device&id=12977&c=lg_x100l_smart_folder_lte
442,http://phonedb.net/index.php?m=device&id=12976&c=lg_x415k_x_series_x4plus_lte
443,http://phonedb.net/index.php?m=device&id=12975&c=samsung_sm-g965u_galaxy_s9plus_td-lte_us__samsung_star_2
444,http://phonedb.net/index.php?m=device&id=12973&c=samsung_sm-g611l_galaxy_on7_prime_2018_lte-a__samsung_g611
445,http://phonedb.net/index.php?m=device&id=12974&c=samsung_sm-t385l_galaxy_tab_a_8.0_2017_td-lte_32gb__samsung_t380
446,http://phonedb.net/index.php?m=device&id=12972&c=samsung_sm-g611k_galaxy_on7_prime_2018_lte-a__samsung_g611
447,http://phonedb.net/index.php?m=device&id=12971&c=huawei_p_smart_dual_sim_td-lte_apac_fig-lx2__fig-l22__huawei_figo
448,http://phonedb.net/index.php?m=device&id=12968&c=xiaomi_redmi_5_plus_dual_sim_td-lte_cn_32gb_mee7__xiaomi_vince
449,http://phonedb.net/index.php?m=device&id=12970&c=huawei_nova_lite_2_dual_sim_lte-a_jp_fig-la1__huawei_figo
