,cpu,gpu,model,ram
5063,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R7 Lite Dual SIM TD-LTE R7kc,2.00
5064,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-J500FN Galaxy J5 LTE,1.50
5065,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Lumia 735 XLTE,1.00
5066,"MediaTek MT8312, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm",Qualcomm Adreno 305,P469 Canvas Tabby Dual SIM,1.00
5067,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R7 Plus TW Dual SIM TD-LTE,3.00
5068,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,XM LTE,1.00
5069,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Priori 2 Dual SIM LTE,1.00
5070,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R7 Dual SIM TD-LTE R7t,3.00
5071,"MediaTek MT6582, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Joy 3 Dual SIM,1.00
5072,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,Xolo Cube 5.0 Dual SIM,1.00
5073,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Mirror 5s Dual SIM TD-LTE,2.00
5074,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,IQ Z Dual SIM LTE,2.00
5075,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,IQ BIG2 Dual SIM ,2.00
5076,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,A11 TD-LTE Dual SIM,1.00
5077,"MediaTek MT6582, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,A5000 Dual SIM,1.00
5078,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,P561U TD-LTE,1.00
5079,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Mi Note Pro Dual SIM TD-LTE 2015022,4.00
5080,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Q345 Canvas Selfie Lens Dual SIM,1.00
5081,"Intel Atom Z3560 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6430 GPU",PowerVR G6430MP4,ZenPad 10 Z300CL LTE 64GB,2.00
5082,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R7 US Dual SIM LTE,3.00
5083,"Intel Atom Z3560 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6430 GPU",PowerVR G6430MP4,ZenPad 10 Z300CL LTE 32GB,2.00
5084,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ivvi SK1-02 Dual SIM TD-LTE,1.00
5085,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,8681-M01 TD-LTE,2.00
5086,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R7 Lite Dual SIM TD-LTE R7kt,2.00
5087,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,S396 TD-LTE Dual SIM,1.00
5088,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,P307L TD-LTE,512
5089,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Vivo Y13i TD-LTE,768
5090,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R7 Plus US Dual SIM LTE,3.00
5091,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Vivo Y33 TD-LTE,1.00
5092,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,R7c Dual SIM TD-LTE,3.00
5093,"Qualcomm Snapdragon 801 MSM8974AC v3, 2014, 32 bit, quad-core, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 330 GPU",Qualcomm Adreno 330,Disney Mobile on docomo DM-01G LTE,2.00
5094,"MediaTek MT6795T (Helio X10), 2014, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, IMG PowerVR G6200 GPU",PowerVR G6200,MX5 M575M Dual SIM TD-LTE 16GB,3.00
5095,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Desire 820s D820s TD-LTE Dual SIM,2.00
5096,"Qualcomm Snapdragon 616 MSM8939v2, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,ZenFone Selfie Dual SIM Global LTE ZD551KL 32GB,3.00
5097,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",Qualcomm Adreno 405,A3580 Dual SIM TD-LTE,1.00
5098,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 418,G4 H815P / LTE-A H815AR,3.00
5099,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 418,A3690 Dual SIM TD-LTE,1.00
5100,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,H440f Spirit 4G LTE,1.00
5101,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Vivo X5M L 4G Dual SIM TD-LTE,2.00
5102,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,A5890 TD-LTE,1.00
5103,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",Qualcomm Adreno 405,Star S2010 TD-LTE,2.00
5104,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,m2 note M571C Dual SIM TD-LTE 16GB,2.00
5105,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,S1 c50 TD-LTE,2.00
5106,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Lemon K3 Dual SIM TD-LTE K31-t7,2.00
5107,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,MediaPad T1 10 TD-LTE,1.00
5108,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,8676-A01 Dual SIM TD-LTE,2.00
5109,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,P530M TD-LTE,1.00
5110,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,EE Harrier Tab LTE,2.00
5111,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 330,BlackBerry Priv STV100-1 TD-LTE,3.00
5112,"Qualcomm Snapdragon 808 MSM8992, 2015, 64 bit, hexa-core, 20 nm, Qualcomm Adreno 418 GPU",Qualcomm Adreno 418,G4 H812 LTE-A,3.00
5113,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,H636 G Stylo LTE / G Style,1.00
5114,"Spreadtrum SC8830A, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 40 nm, ARM Mali-400 GPU",ARM Mali-400MP2,SM-T560 Galaxy Tab E 9.6 WiFi,1.50
5115,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Canvas Sliver 5 LTE,2.00
5116,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Smart Ultra 6 LTE,2.00
5117,"Spreadtrum SC8830A, 2014, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 40 nm, ARM Mali-400 GPU",ARM Mali-400MP2,SM-T561 Galaxy Tab E 9.6 3G,1.50
5118,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,S6000 Dual SIM LTE,2.00
5119,"Marvell ARMADA PXA1908, 2014, 64 bit, quad-core, 28 nm, Vivante GC7000UL GPU",Vivante GC7000UL,SM-G531Y Galaxy Grand Prime Value Edition LTE,1.00
5120,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-P555C Galaxy Tab A 9.7 TD-LTE with S Pen,2.00
5121,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-T555C Galaxy Tab A 9.7 TD-LTE / Galaxy Tab AL,2.00
5122,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,One Touch Idol 3 4.7 LTE 6039S,1.00
5123,"MediaTek MT6592, 2013, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 1024 Kbyte L2, 28 nm",ARM Mali-450MP4,Dagger DG550,1.00
5124,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,US688 Dual SIM TD-LTE,512
5125,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,SM-A8000 Galaxy A8 Duos TD-LTE 16GB,2.00
5126,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Xperia Z4v LTE E6508,3.00
5127,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Sharp Aquos Ever SH-04G LTE,2.00
5128,"MediaTek MT6752M, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,Infinity 2 Dual SIM LTE,2.00
5129,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,M623C A1 Dual SIM TD-LTE,1.00
5130,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,M821 N1 Dual SIM TD-LTE,2.00
5131,"Intel Core 4th Gen i3-4020Y (Haswell), 2013, 64 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 3072 Kbyte L3, 22 nm, Intel HD Graphics 4200 GPU",Intel HD Graphics 4200,1631 Surface Pro 3 Tablet 64GB,4.00
5132,"Intel Core 4th Gen i5-4300U (Haswell), 2013, 64 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 3072 Kbyte L3, 22 nm, Intel HD Graphics 4400 GPU",Intel HD Graphics 4400,1631 Surface Pro 3 Tablet 128GB,4.00
5133,"Intel Atom x7-Z8700 (Cherry Trail), 2015, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 14 nm, Intel HD Graphics GPU",Intel HD Graphics,1657 Surface 3 Tablet LTE 64GB,2.00
5134,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,ZenFone Selfie Dual SIM LTE TW JP ZD551KL 16GB,2.00
5135,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,A5500 Dual SIM TD-LTE,1.00
5136,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,PB1-770N Dual SIM TD-LTE,2.00
5137,"MediaTek MT6582M, 2013, 32 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP2,One Dual SIM,1.00
5138,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",ARM Mali-400MP2,Q207T TD-LTE,1.00
5139,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Elements 55 Helium Plus Dual SIM LTE / Helium+,1.00
5140,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,ZenPad 8.0 Z380KL LTE 8GB,1.00
5141,"Intel Atom x3-C3230RK, 2015, 64 bit, quad-core, 28 nm",ARM Mali-450MP4,ZenPad C 7.0 Z170C 8GB,1.00
5142,"Qualcomm Snapdragon 400 MSM8926, 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 1024 Kbyte L2, 28 nm, Qualcomm Adreno 305 GPU",Qualcomm Adreno 305,Fujitsu ARROWS F-06F 4G LTE,1.00
5143,"Intel Atom x3-C3230RK, 2015, 64 bit, quad-core, 28 nm",ARM Mali-450MP4,ZenPad C 7.0 Z170C 16GB,2.00
5144,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,Elements 50 Helium Plus Dual SIM LTE / Helium+,1.00
5145,"MediaTek MT6752, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760,M550 3D Dual SIM TD-LTE,2.00
5146,"Intel Atom x3-C3230RK, 2015, 64 bit, quad-core, 28 nm",ARM Mali-450MP4,ZenPad 7.0 Z370C 8GB,1.00
5147,"Intel Atom x3-C3230RK, 2015, 64 bit, quad-core, 28 nm",ARM Mali-450MP4,ZenPad 7.0 Z370C 16GB,2.00
5148,"Qualcomm Snapdragon 415 MSM8929, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 405,ZenPad 8.0 Z380KL LTE 16GB,2.00
5149,"MediaTek MT8127, 2014, 32 bit, quad-core, 512 Kbyte L2, 28 nm",Intel HD Graphics,Iconia One 7 B1-760HD 16GB,1.00
5150,"MediaTek MT6795 (Helio X10), 2014, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, IMG PowerVR G6200 GPU",PowerVR G6200,X2 Xtreme Dual SIM TD-LTE ,3.00
5151,"Intel Atom x3-C3230RK, 2015, 64 bit, quad-core, 28 nm",ARM Mali-450MP4,ZenPad 10 Z300CG 3G 32GB,2.00
5152,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,One Touch Pixi 3 4.5 TD-LTE 5017B,1.00
5153,"Qualcomm Snapdragon 800 MSM8974AA v2 (Snapdragon S4 Prime), 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 330 GPU",Qualcomm Adreno 330,BlackBerry Passport Silver Edition LTE SQW100-4,3.00
5154,"Qualcomm Snapdragon 810 MSM8994 v2.1, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,One M9 INK Limited Editon LTE-A M9u,3.00
5155,"MediaTek MT6592M, 2014, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm",ARM Mali-450MP4,L290L Life 8 XL,1.00
5156,"MediaTek MT6592M, 2014, 32 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 28 nm",ARM Mali-450MP4,L290U Life 8 XL,1.00
5157,"Marvell ARMADA PXA1908, 2014, 64 bit, quad-core, 28 nm, Vivante GC7000UL GPU",Vivante GC7000UL,SM-G531F Galaxy Grand Prime Value Edition Duos LTE,1.00
5158,"MediaTek MT6735P, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,A5600 Dual SIM TD-LTE,1.00
5159,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,One Touch Pixi 3 4.5 LTE Dual SIM 5017E,1.00
5160,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720,One Touch Pixi 3 4.5 LTE 5017A,1.00
5161,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,A460 Blade Dual SIM LTE,1.00
5162,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,ZenFone Selfie Dual SIM TD-LTE ZD551KL 16GB,2.00
5163,"MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP,One Touch Pixi 3 4.5 3G Dual SIM 4028E,512
5164,"MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP,One Touch Pixi 3 4.5 3G 4027A,512
5165,"HiSilicon Honor KIRIN930 Hi3635, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T628 GPU",ARM Mali-T628MP4,Mediapad M2 8.0 Standard Edition TD-LTE M2-802L / Be Y Pad,2.00
5166,"HiSilicon Honor KIRIN930 Hi3635, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T628 GPU",ARM Mali-450MP4,Iconia One 8 B1-830 WiFi 16GB,1.00
5167,"MediaTek MT6572M, 2013, 32 bit, dual-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 256 Kbyte L2, 28 nm, ARM Mali-400 GPU",ARM Mali-400MP,One Touch Pixi 3 4.5 3G 4027X,512
5168,"Qualcomm Snapdragon 800 MSM8974 v1 (Snapdragon S4 Prime), 2013, 32 bit, quad-core, 16 Kbyte I-Cache, 16 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, Qualcomm Adreno 330 GPU",Qualcomm Adreno 330,Phone 2 YD205 LTE,2.00
5169,"Samsung Exynos 7 Octa 7580, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,SM-G903F Galaxy S5 Neo LTE-A,2.00
5170,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,Nubia Z9 Max Dual SIM TD-LTE NX512J,2.00
5171,"Intel Atom Z3580 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6430 GPU",PowerVR G6430MP4,ZenPad S 8.0 Z580CA 32GB,4.00
5172,"Qualcomm Snapdragon 810 MSM8994 v2.0, 2015, 64 bit, octa-core, 4096 Kbyte L2, 20 nm, Qualcomm Adreno 430 GPU",Qualcomm Adreno 430,Nubia Z9 Exclusive Edition Dual SIM TD-LTE NX508J,4.00
5173,"Samsung Exynos 7 Octa 7420, 2015, 64 bit, octa-core, 2048 Kbyte L2, 14 nm, ARM Mali-T760 GPU",ARM Mali-T760,Kalos 2 Tablet,3.00
5174,"Samsung Exynos 7 Octa 7580, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP2,SM-G903FD Galaxy S5 Neo Duos LTE-A,2.00
5175,"Intel Atom Z3530 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6400 GPU",PowerVR G6430MP4,ZenPad S 8.0 Z580C 16GB,2.00
5176,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,Wolf 2,2.00
5177,"Intel Atom x3-C3230RK, 2015, 64 bit, quad-core, 28 nm",ARM Mali-450MP4,ZenPad 8.0 Z380C WiFi 16GB,2.00
5178,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Alpha Prime 4 LTE,512
5179,"Intel Atom Z3580 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6430 GPU",PowerVR G6430MP4,ZenPad S 8.0 Z580CA 64GB,4.00
5180,"Qualcomm Snapdragon 210 MSM8909, 2014, 32 bit, quad-core, 28 nm, Qualcomm Adreno 304 GPU",Qualcomm Adreno 304,Alpha Prime 5 LTE,1.00
5181,"MediaTek MT6735M, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Aqua 4G+ Dual SIM TD-LTE,2.00
5182,"MediaTek MT6732M, 2014, 64 bit, quad-core, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760,Blade Q Lux 4G LTE,1.00
5183,"Intel Atom Z3560 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6430 GPU",PowerVR G6430MP4,ZenPad S 8.0 Z580CA 16GB,2.00
5184,"MediaTek MT6735, 2015, 64 bit, quad-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP1,Alife P1 Pro Dual SIM LTE,2.00
5185,"Intel Atom Z3530 (Moorefield), 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 24 Kbyte D-Cache, 2048 Kbyte L2, 22 nm, IMG PowerVR G6400 GPU",PowerVR G6430MP4,ZenPad S 8.0 Z580C 32GB,2.00
5186,"Intel Atom x3-C3230RK, 2015, 64 bit, quad-core, 28 nm",ARM Mali-450MP4,ZenPad 8.0 Z380C WiFi 8GB,1.00
5187,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-P355C Galaxy Tab A 8.0 TD-LTE with S Pen,2.00
5188,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,E471 Canvas Knight 2 Dual SIM LTE,2.00
5189,"Qualcomm Snapdragon 615 MSM8939, 2014, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,P589L Dual SIM TD-LTE,1.00
5190,"Qualcomm Snapdragon 616 MSM8939v2, 2015, 64 bit, octa-core, 28 nm, Qualcomm Adreno 405 GPU",Qualcomm Adreno 405,ZenFone Selfie Dual SIM LTE US ZD551KL 32GB,3.00
5191,"MediaTek MT6795T (Helio X10), 2014, 64 bit, octa-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 2048 Kbyte L2, 28 nm, IMG PowerVR G6200 GPU",PowerVR G6200,One ME Dual SIM TD-LTE M9ew,3.00
5192,"MediaTek MT6752M, 2014, 64 bit, quad-core, 32 Kbyte I-Cache, 32 Kbyte D-Cache, 512 Kbyte L2, 28 nm, ARM Mali-T760 GPU",ARM Mali-T760MP2,One E9s Dual SIM TD-LTE E9st,2.00
5193,"HiSilicon Honor KIRIN935, 2015, 64 bit, octa-core, 16 nm, ARM Mali-T628 GPU",ARM Mali-T628MP4,P8max Standard Edition Dual SIM TD-LTE DAV-713L,3.00
5194,"Qualcomm Snapdragon 410 MSM8916, 2014, 64 bit, quad-core, 28 nm, Qualcomm Adreno 306 GPU",Qualcomm Adreno 306,SM-T355C Galaxy Tab A 8.0 TD-LTE,2.00
5195,"MediaTek MT6753, 2015, 64 bit, octa-core, 28 nm, ARM Mali-T720 GPU",ARM Mali-T720MP3,m2 note M571U Dual SIM TD-LTE 32GB,2.00
